,unprocessed_tweet,product,emotion,processed_tweet
7791,#sxsw starts today and the Apple ipad2 comes out tomorrow. I wonder if more ipad2's will be in austin apple stores for sale?,,No emotion toward brand or product,sxsw start today apple ipad2 come tomorrow wonder ipad2s austin apple store sale
7792,N22: Opportunity Knocks {link} [codes valid: 12:00-3:59:59p 03/13/11] #infektd #sxsw #necro,,No emotion toward brand or product,n22 opportunity knock link code valid 120035959p 031311 infektd sxsw necro
7793,Google party @mention maggie maes rocks like it's 1986. #sxsw,,No emotion toward brand or product,google party mention maggie maes rock like 1986 sxsw
7794,Google party broke up. At the Tumblr / Funny or Die party. Fun! #sxsw,,No emotion toward brand or product,google party broke tumblr funny die party fun sxsw
7795,"Google Party is at GSD&amp;M (Google Map it). #SXSW badge gets u in. Free food, drinks, music. Big place. No line. Great party. Come!",Google,Positive emotion,google party gsdampm google map sxsw badge get u free food drink music big place line great party come
7796,"Google party, don't think they are checking for badges if you say your on list. Free food and booze. #frood #sxsw CC @mention",Google,Positive emotion,google party think checking badge say list free food booze frood sxsw cc mention
7797,Google party! #sxsw (@mention GSD&amp;M w/ 157 others) {link},Google,Positive emotion,google party sxsw mention gsdampm w 157 others link
7798,Google party. Photo booth fun. #SXSW {link},Google,Positive emotion,google party photo booth fun sxsw link
7799,"Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW. Yep. ... {link} #Cnet",,No emotion toward brand or product,per rumor google may preview big social strategy 80sthemed costume party sxsw yep link cnet
7800,"Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW. Yep. {link} {link}",Google,Positive emotion,per rumor google may preview big social strategy 80sthemed costume party sxsw yep link link
7801,"Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW. Yep. {link} #cnet",,No emotion toward brand or product,per rumor google may preview big social strategy 80sthemed costume party sxsw yep link cnet
7802,"Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW. Yep. http:/... {link}",,No emotion toward brand or product,per rumor google may preview big social strategy 80sthemed costume party sxsw yep http link
7803,"Yes, the rumors are true. Come play with @mention on iPad at our booth at #SXSW, exhibit hall 3. #iPad #iPad2  /via @mention",,No emotion toward brand or product,yes rumor true come play mention ipad booth sxsw exhibit hall 3 ipad ipad2 via mention
7804,"Yes, the rumors are true. Come play with @mention on iPad at our booth at #SXSW, exhibit hall 3. #iPad #iPad2 (Under the giant &quot;O&quot;)",,Positive emotion,yes rumor true come play mention ipad booth sxsw exhibit hall 3 ipad ipad2 giant quotoquot
7805,Google Serves Up Mobile Location Data #SXSW by Wireless Week  {link},,No emotion toward brand or product,google serf mobile location data sxsw wireless week link
7806,"Public Service Announcement: The @mention Grill is amazing! Drinks and food for free, great company, and zazzle ipad cases! #SXSW",,No emotion toward brand or product,public service announcement mention grill amazing drink food free great company zazzle ipad case sxsw
7807,Just interviewed Mike Tyson in a makeshift boxing ring #SXSW about his upcoming iPhone game that will let you fight Pauly D and other celebs,,No emotion toward brand or product,interviewed mike tyson makeshift boxing ring sxsw upcoming iphone game let fight pauly celebs
7808,Dude interviewing a donkey about an iPhone app. #hpsxsw #SXSW  {link},,No emotion toward brand or product,dude interviewing donkey iphone app hpsxsw sxsw link
7809,Will I survive #SXSW will only 1.6 gigs of space left on my iPhone? We shall see.,iPhone,Negative emotion,survive sxsw 16 gig space left iphone shall see
7810,A #browserwars panel without Apple is like a #sxsw without parties.,Apple,Positive emotion,browserwars panel without apple like sxsw without party
7811,@mention RWW: Google Circles will be ______    #sxsw {link},,I can't tell,mention rww google circle sxsw link
7812,"Best Hungry at #sxsw Tip: Mekong River, great Vietnamese {link} 6th btw Brazos &amp; San Jacinto till 11pm via @mention",,No emotion toward brand or product,best hungry sxsw tip mekong river great vietnamese link 6th btw brazos amp san jacinto till 11pm via mention
7813,60% battery life on my iPhone and the conference is only just starting #sxsw,,No emotion toward brand or product,60 battery life iphone conference starting sxsw
7814,"#blackberry users must feel like such losers here at #sxsw. clearly. #iphone crowd, baby.",iPhone,Positive emotion,blackberry user must feel like loser sxsw clearly iphone crowd baby
7815,"Don't worry you guys, found an iPhone charger. WHAT'S THE DEAL WITH HIPSTERS AND BEARDS, RIGHT?!?! #sxsw",,No emotion toward brand or product,worry guy found iphone charger whats deal hipster beard right sxsw
7816,"thanks, Bryan RT @mention Official #SXSW App Û÷SXSW GOÛª {link} #android #iphone #ipad",,No emotion toward brand or product,thanks bryan rt mention official sxsw app sxsw go link android iphone ipad
7817,&quot;Everyone here already has one.&quot; is not anti-theft protection when you leave your laptop or iPad to go get your latte. #sxsw @mention,,No emotion toward brand or product,quoteveryone already onequot antitheft protection leave laptop ipad go get latte sxsw mention
7818,Guess everyone wanted to design ipad apps for their mom #sxsw,iPad or iPhone App,Negative emotion,guess everyone wanted design ipad apps mom sxsw
7819,#SXSW #garyvee today download on iPhone daily grape,,No emotion toward brand or product,sxsw garyvee today download iphone daily grape
7820,10 minutes 'til Marissa Mayer from google takes the stage #sxsw,Google,Positive emotion,10 minute til marissa mayer google take stage sxsw
7821,Check this @mention RT @mention 10:30 AM line at Apple pop-up store in Austin. It opens at 5 PM. #sxsw {link},Apple,Positive emotion,check mention rt mention 1030 line apple popup store austin open 5 pm sxsw link
7822,Don't miss @mention iPad app design talk this morning at 9:30 #SXSW,,No emotion toward brand or product,miss mention ipad app design talk morning 930 sxsw
7823,Don't miss @mention presentation in #CircusMash at 2 PM! Filmaster Mobile for iPhone is to be officially launched! #SXSW,iPad or iPhone App,Positive emotion,miss mention presentation circusmash 2 pm filmaster mobile iphone officially launched sxsw
7824,Watch this @mention #sxsw - #ecademy @mention {link},,No emotion toward brand or product,watch mention sxsw ecademy mention link
7825,Watch this @mention #sxsw - #ecademy @mention {link} &gt;&gt; fascinating &amp; so true about maps saving itme - lots of it,,Positive emotion,watch mention sxsw ecademy mention link gtgt fascinating amp true map saving itme lot
7826,Watch this @mention #sxsw {link},,No emotion toward brand or product,watch mention sxsw link
7827,#Google is / isnÛªt launching a social network at #SXSW  {link},,No emotion toward brand or product,google launching social network sxsw link
7828,Free brats &amp; cheesesteaks and iPad 2 giveaways at #squarespace at #sxsw! So much to do. So little time and stomach space {link},,No emotion toward brand or product,free brat amp cheesesteaks ipad 2 giveaway squarespace sxsw much little time stomach space link
7829,Apple'd :s &gt; #sxsw #ipad2 @mention @mention @mention and Austin from Austin's pop up Apple store :))) {link},,No emotion toward brand or product,appled gt sxsw ipad2 mention mention mention austin austin pop apple store link
7830,"Google has &quot;got a lot better&quot; at protecting users' privacy with location-based tools over past 12 months, says Mayer #sxsw",Google,Positive emotion,google quotgot lot betterquot protecting user privacy locationbased tool past 12 month say mayer sxsw
7831,Up next is &quot;Left Brain Search = Google. Right Brain Search = X&quot;. (Thx to @mention for the vote. :) ) {link} #SXSW,Google,Positive emotion,next quotleft brain search google right brain search xquot thx mention vote link sxsw
7832,iTunes has #sxsw music sampler as a free download  {link}  @mention not just about tech! @mention  @mention,,No emotion toward brand or product,itunes sxsw music sampler free download link mention tech mention mention
7833,I know its #SXSW time when I have an abnormal amount of app updates on my iPhone.,,No emotion toward brand or product,know sxsw time abnormal amount app update iphone
7834,Google has 9 different location services. Will they be merged? #SXSW,,No emotion toward brand or product,google 9 different location service merged sxsw
7835,iTunes has a #free #SXSW sampler featuring a selection of 23 of this year's performers.  {link},,No emotion toward brand or product,itunes free sxsw sampler featuring selection 23 year performer link
7836,Apple does a popup store just for #sxsw {link} #gonnagetanipad2,,No emotion toward brand or product,apple popup store sxsw link gonnagetanipad2
7837,#Apple has a temporary retail store at #SXSW - sweet! #iPad2,Apple,Positive emotion,apple temporary retail store sxsw sweet ipad2
7838,Blogger is about due for an update... Google finally takes action and will showcase the new design at #SXSW {link},Google,Positive emotion,blogger due update google finally take action showcase new design sxsw link
7839,#sxsw it's absolutely hysterical watching people take photos w an iPad!!,,I can't tell,sxsw absolutely hysterical watching people take photo w ipad
7840,"2 iPad 2's acquired. In line at 9:30a, store opened at 10. Had iPads within 20 min. Not bad. Way to go Apple #SXSW team!!",Apple,Positive emotion,2 ipad 2 acquired line 930a store opened 10 ipads within 20 min bad way go apple sxsw team
7841,No way. Is Apple really manhandling #sxsw like that? RT @mention Smartphone breakdown at #sxsw (unofficÛ_ (cont) {link},Apple,Positive emotion,way apple really manhandling sxsw like rt mention smartphone breakdown sxsw unoffic cont link
